,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
18,3567,1B,2B,Stolen Base 2B,608070,José Ramírez,669373,Tarik Skubal,596019,Francisco Lindor,L,Grayson Greiner,606988,1,1,3,False,2020-08-23,Stolen,2B,2020,2021,28.1
19,3625,1B,2B,Stolen Base 2B,608070,José Ramírez,641341,Tyler Bashlor,596019,Francisco Lindor,R,Jacob Stallings,607732,0,3,8,True,2020-08-19,Stolen,2B,2020,2021,28.1
20,3626,2B,3B,Stolen Base 3B,608070,José Ramírez,641341,Tyler Bashlor,467793,Carlos Santana,R,Jacob Stallings,607732,0,3,8,True,2020-08-19,Stolen,3B,2020,2021,28.1
21,3707,1B,2B,Stolen Base 2B,608070,José Ramírez,605513,Spencer Turnbull,596019,Francisco Lindor,R,Austin Romine,519222,0,0,1,True,2020-08-15,Stolen,2B,2020,2021,28.1
22,3709,1B,2B,Stolen Base 2B,608070,José Ramírez,605513,Spencer Turnbull,596019,Francisco Lindor,R,Austin Romine,519222,0,2,5,True,2020-08-15,Stolen,2B,2020,2021,28.1
23,3952,1B,2B,Stolen Base 2B,608070,José Ramírez,461325,Tyler Clippard,596019,Francisco Lindor,R,Alex Avila,488671,4,0,6,True,2020-07-31,Stolen,2B,2020,2021,28.1
24,4978,3B,,Caught Stealing Home,608070,José Ramírez,641302,Tyler Alexander,547379,Roberto Pérez,L,Eric Haase,606992,0,0,4,True,2020-09-18,Caught,Home,2020,2021,28.1
25,5074,1B,2B,Stolen Base 2B,608070,José Ramírez,461325,Tyler Clippard,467793,Carlos Santana,R,Willians Astudillo,553902,5,3,8,True,2020-09-12,Stolen,2B,2020,2021,28.1
26,5219,1B,,Caught Stealing 2B,608070,José Ramírez,474463,Brett Anderson,596019,Francisco Lindor,L,Jacob Nottingham,641924,1,0,3,False,2020-09-06,Caught,2B,2020,2021,28.1
27,5235,1B,2B,Stolen Base 2B,608070,José Ramírez,605540,Brandon Woodruff,596019,Francisco Lindor,R,Omar Narváez,553882,0,0,3,False,2020-09-05,Stolen,2B,2020,2021,28.1
28,5442,1B,2B,Stolen Base 2B,608070,José Ramírez,448179,Rich Hill,596019,Francisco Lindor,L,Ryan Jeffers,680777,0,0,1,False,2020-08-25,Stolen,2B,2020,2021,28.1
29,5443,2B,3B,Stolen Base 3B,608070,José Ramírez,448179,Rich Hill,596019,Francisco Lindor,L,Ryan Jeffers,680777,0,0,1,False,2020-08-25,Stolen,3B,2020,2021,28.1
30,5491,1B,2B,Stolen Base 2B,608070,José Ramírez,669373,Tarik Skubal,596019,Francisco Lindor,L,Grayson Greiner,606988,1,1,3,False,2020-08-23,Stolen,2B,2020,2021,28.1
31,5549,1B,2B,Stolen Base 2B,608070,José Ramírez,641341,Tyler Bashlor,596019,Francisco Lindor,R,Jacob Stallings,607732,0,3,8,True,2020-08-19,Stolen,2B,2020,2021,28.1
32,5550,2B,3B,Stolen Base 3B,608070,José Ramírez,641341,Tyler Bashlor,467793,Carlos Santana,R,Jacob Stallings,607732,0,3,8,True,2020-08-19,Stolen,3B,2020,2021,28.1
33,5631,1B,2B,Stolen Base 2B,608070,José Ramírez,605513,Spencer Turnbull,596019,Francisco Lindor,R,Austin Romine,519222,0,0,1,True,2020-08-15,Stolen,2B,2020,2021,28.1
34,5633,1B,2B,Stolen Base 2B,608070,José Ramírez,605513,Spencer Turnbull,596019,Francisco Lindor,R,Austin Romine,519222,0,2,5,True,2020-08-15,Stolen,2B,2020,2021,28.1
35,5876,1B,2B,Stolen Base 2B,608070,José Ramírez,461325,Tyler Clippard,596019,Francisco Lindor,R,Alex Avila,488671,4,0,6,True,2020-07-31,Stolen,2B,2020,2021,28.1
36,2101,1B,2B,Stolen Base 2B,608070,José Ramírez,677976,Randy Dobnak,547379,Roberto Pérez,R,Jason Castro,488771,2,6,7,True,2019-08-09,Stolen,2B,2019,2020,27.2
37,2130,1B,2B,Stolen Base 2B,608070,José Ramírez,642558,Ariel Jurado,614177,Franmil Reyes,R,Jose Trevino,624431,0,0,2,False,2019-08-07,Stolen,2B,2019,2020,27.2
38,2334,1B,2B,Stolen Base 2B,608070,José Ramírez,573186,Marcus Stroman,656669,Jordan Luplow,R,Danny Jansen,643376,0,0,2,True,2019-07-24,Stolen,2B,2019,2020,27.2
39,2358,1B,,Caught Stealing 2B,608070,José Ramírez,475479,David Phelps,547379,Roberto Pérez,R,Danny Jansen,643376,0,1,9,True,2019-07-23,Caught,2B,2019,2020,27.2
40,2370,1B,2B,Stolen Base 2B,608070,José Ramírez,543208,Sam Gaviglio,543401,Jason Kipnis,R,Danny Jansen,643376,3,7,8,True,2019-07-22,Stolen,2B,2019,2020,27.2
41,2453,2B,3B,Stolen Base 3B,608070,José Ramírez,598286,Nick Ramirez,547379,Roberto Pérez,L,John Hicks,543308,2,1,7,False,2019-07-17,Stolen,3B,2019,2020,27.2
42,2556,1B,2B,Stolen Base 2B,608070,José Ramírez,502043,Kyle Gibson,656252,Bobby Bradley,R,Mitch Garver,641598,0,1,2,False,2019-07-12,Stolen,2B,2019,2020,27.2
43,2754,1B,,Caught Stealing 2B,608070,José Ramírez,605130,Scott Barlow,656252,Bobby Bradley,R,Martín Maldonado,455117,6,3,7,False,2019-06-25,Caught,2B,2019,2020,27.2
44,2788,1B,2B,Stolen Base 2B,608070,José Ramírez,542585,José Cisnero,543401,Jason Kipnis,R,Bobby Wilson,435064,8,3,8,False,2019-06-23,Stolen,2B,2019,2020,27.2
45,2854,1B,2B,Stolen Base 2B,608070,José Ramírez,501985,Mike Minor,608700,Kevin Plawecki,L,Jeff Mathis,425772,2,0,2,True,2019-06-20,Stolen,2B,2019,2020,27.2
46,3037,1B,2B,Stolen Base 2B,608070,José Ramírez,643338,Chad Green,547379,Roberto Pérez,R,Gary Sánchez,596142,0,5,2,False,2019-06-09,Stolen,2B,2019,2020,27.2
47,3115,1B,2B,Stolen Base 2B,608070,José Ramírez,527048,Martín Pérez,543401,Jason Kipnis,L,Jason Castro,488771,3,5,3,False,2019-06-05,Stolen,2B,2019,2020,27.2
48,3246,1B,2B,Stolen Base 2B,608070,José Ramírez,456034,David Price,641343,Jake Bauers,L,Christian Vázquez,543877,0,0,5,True,2019-05-28,Stolen,2B,2019,2020,27.2
49,3247,1B,2B,Stolen Base 2B,608070,José Ramírez,519443,Brandon Workman,547379,Roberto Pérez,R,Christian Vázquez,543877,3,0,7,True,2019-05-28,Stolen,2B,2019,2020,27.2
50,3406,1B,2B,Stolen Base 2B,608070,José Ramírez,612434,Miguel Castro,471865,Carlos González,R,Pedro Severino,600474,4,1,8,False,2019-05-18,Stolen,2B,2019,2020,27.2
51,3421,1B,2B,Stolen Base 2B,608070,José Ramírez,605164,Dylan Bundy,641343,Jake Bauers,R,Austin Wynns,642851,1,0,2,False,2019-05-17,Stolen,2B,2019,2020,27.2
52,3515,1B,2B,Stolen Base 2B,608070,José Ramírez,605156,Aaron Brooks,641343,Jake Bauers,R,Nick Hundley,460026,1,0,4,True,2019-05-11,Stolen,2B,2019,2020,27.2
53,3530,1B,,Caught Stealing 2B,608070,José Ramírez,593423,Frankie Montas,467793,Carlos Santana,R,Josh Phegley,572033,2,2,3,True,2019-05-10,Caught,2B,2019,2020,27.2
54,3638,2B,,Caught Stealing 3B,608070,José Ramírez,502190,Mike Leake,467793,Carlos Santana,R,Omar Narváez,553882,0,0,1,False,2019-05-04,Caught,3B,2019,2020,27.2
55,3697,1B,2B,Stolen Base 2B,608070,José Ramírez,645261,Sandy Alcantara,543401,Jason Kipnis,R,Jorge Alfaro,595751,4,6,5,True,2019-04-30,Stolen,2B,2019,2020,27.2
56,3752,1B,2B,Stolen Base 2B,608070,José Ramírez,657624,Josh James,467793,Carlos Santana,R,Robinson Chirinos,455139,3,6,9,True,2019-04-26,Stolen,2B,2019,2020,27.2
57,3766,1B,2B,Stolen Base 2B,608070,José Ramírez,543037,Gerrit Cole,467793,Carlos Santana,R,Robinson Chirinos,455139,0,0,1,True,2019-04-25,Stolen,2B,2019,2020,27.2
58,3783,1B,2B,Stolen Base 2B,608070,José Ramírez,645261,Sandy Alcantara,467793,Carlos Santana,R,Jorge Alfaro,595751,2,0,3,False,2019-04-24,Stolen,2B,2019,2020,27.2
59,3937,1B,2B,Stolen Base 2B,608070,José Ramírez,579328,Yusei Kikuchi,471865,Carlos González,L,Omar Narváez,553882,0,3,5,True,2019-04-15,Stolen,2B,2019,2020,27.2
60,3938,1B,2B,Stolen Base 2B,608070,José Ramírez,573127,Zac Rosscup,471865,Carlos González,L,Omar Narváez,553882,1,3,8,True,2019-04-15,Stolen,2B,2019,2020,27.2
61,4115,1B,2B,Stolen Base 2B,608070,José Ramírez,623381,Thomas Pannone,656669,Jordan Luplow,L,Danny Jansen,643376,1,0,3,False,2019-04-06,Stolen,2B,2019,2020,27.2
62,4116,2B,3B,Stolen Base 3B,608070,José Ramírez,543208,Sam Gaviglio,656669,Jordan Luplow,R,Danny Jansen,643376,7,2,6,False,2019-04-06,Stolen,3B,2019,2020,27.2
63,4135,1B,2B,Stolen Base 2B,608070,José Ramírez,543339,Daniel Hudson,547982,Leonys Martin,R,Luke Maile,571912,2,2,8,False,2019-04-05,Stolen,2B,2019,2020,27.2
64,4944,1B,2B,Stolen Base 2B,608070,José Ramírez,677976,Randy Dobnak,547379,Roberto Pérez,R,Jason Castro,488771,2,6,7,True,2019-08-09,Stolen,2B,2019,2020,27.2
65,4973,1B,2B,Stolen Base 2B,608070,José Ramírez,642558,Ariel Jurado,614177,Franmil Reyes,R,Jose Trevino,624431,0,0,2,False,2019-08-07,Stolen,2B,2019,2020,27.2
66,5177,1B,2B,Stolen Base 2B,608070,José Ramírez,573186,Marcus Stroman,656669,Jordan Luplow,R,Danny Jansen,643376,0,0,2,True,2019-07-24,Stolen,2B,2019,2020,27.2
67,5201,1B,,Caught Stealing 2B,608070,José Ramírez,475479,David Phelps,547379,Roberto Pérez,R,Danny Jansen,643376,0,1,9,True,2019-07-23,Caught,2B,2019,2020,27.2
68,5213,1B,2B,Stolen Base 2B,608070,José Ramírez,543208,Sam Gaviglio,543401,Jason Kipnis,R,Danny Jansen,643376,3,7,8,True,2019-07-22,Stolen,2B,2019,2020,27.2
69,5296,2B,3B,Stolen Base 3B,608070,José Ramírez,598286,Nick Ramirez,547379,Roberto Pérez,L,John Hicks,543308,2,1,7,False,2019-07-17,Stolen,3B,2019,2020,27.2
70,5399,1B,2B,Stolen Base 2B,608070,José Ramírez,502043,Kyle Gibson,656252,Bobby Bradley,R,Mitch Garver,641598,0,1,2,False,2019-07-12,Stolen,2B,2019,2020,27.2
71,5597,1B,,Caught Stealing 2B,608070,José Ramírez,605130,Scott Barlow,656252,Bobby Bradley,R,Martín Maldonado,455117,6,3,7,False,2019-06-25,Caught,2B,2019,2020,27.2
72,5631,1B,2B,Stolen Base 2B,608070,José Ramírez,542585,José Cisnero,543401,Jason Kipnis,R,Bobby Wilson,435064,8,3,8,False,2019-06-23,Stolen,2B,2019,2020,27.2
73,5697,1B,2B,Stolen Base 2B,608070,José Ramírez,501985,Mike Minor,608700,Kevin Plawecki,L,Jeff Mathis,425772,2,0,2,True,2019-06-20,Stolen,2B,2019,2020,27.2
74,5880,1B,2B,Stolen Base 2B,608070,José Ramírez,643338,Chad Green,547379,Roberto Pérez,R,Gary Sánchez,596142,0,5,2,False,2019-06-09,Stolen,2B,2019,2020,27.2
75,5958,1B,2B,Stolen Base 2B,608070,José Ramírez,527048,Martín Pérez,543401,Jason Kipnis,L,Jason Castro,488771,3,5,3,False,2019-06-05,Stolen,2B,2019,2020,27.2
76,6089,1B,2B,Stolen Base 2B,608070,José Ramírez,456034,David Price,641343,Jake Bauers,L,Christian Vázquez,543877,0,0,5,True,2019-05-28,Stolen,2B,2019,2020,27.2
77,6090,1B,2B,Stolen Base 2B,608070,José Ramírez,519443,Brandon Workman,547379,Roberto Pérez,R,Christian Vázquez,543877,3,0,7,True,2019-05-28,Stolen,2B,2019,2020,27.2
78,6249,1B,2B,Stolen Base 2B,608070,José Ramírez,612434,Miguel Castro,471865,Carlos González,R,Pedro Severino,600474,4,1,8,False,2019-05-18,Stolen,2B,2019,2020,27.2
79,6264,1B,2B,Stolen Base 2B,608070,José Ramírez,605164,Dylan Bundy,641343,Jake Bauers,R,Austin Wynns,642851,1,0,2,False,2019-05-17,Stolen,2B,2019,2020,27.2
80,6358,1B,2B,Stolen Base 2B,608070,José Ramírez,605156,Aaron Brooks,641343,Jake Bauers,R,Nick Hundley,460026,1,0,4,True,2019-05-11,Stolen,2B,2019,2020,27.2
81,6373,1B,,Caught Stealing 2B,608070,José Ramírez,593423,Frankie Montas,467793,Carlos Santana,R,Josh Phegley,572033,2,2,3,True,2019-05-10,Caught,2B,2019,2020,27.2
82,6481,2B,,Caught Stealing 3B,608070,José Ramírez,502190,Mike Leake,467793,Carlos Santana,R,Omar Narváez,553882,0,0,1,False,2019-05-04,Caught,3B,2019,2020,27.2
83,6540,1B,2B,Stolen Base 2B,608070,José Ramírez,645261,Sandy Alcantara,543401,Jason Kipnis,R,Jorge Alfaro,595751,4,6,5,True,2019-04-30,Stolen,2B,2019,2020,27.2
84,6595,1B,2B,Stolen Base 2B,608070,José Ramírez,657624,Josh James,467793,Carlos Santana,R,Robinson Chirinos,455139,3,6,9,True,2019-04-26,Stolen,2B,2019,2020,27.2
85,6609,1B,2B,Stolen Base 2B,608070,José Ramírez,543037,Gerrit Cole,467793,Carlos Santana,R,Robinson Chirinos,455139,0,0,1,True,2019-04-25,Stolen,2B,2019,2020,27.2
86,6626,1B,2B,Stolen Base 2B,608070,José Ramírez,645261,Sandy Alcantara,467793,Carlos Santana,R,Jorge Alfaro,595751,2,0,3,False,2019-04-24,Stolen,2B,2019,2020,27.2
87,6780,1B,2B,Stolen Base 2B,608070,José Ramírez,579328,Yusei Kikuchi,471865,Carlos González,L,Omar Narváez,553882,0,3,5,True,2019-04-15,Stolen,2B,2019,2020,27.2
88,6781,1B,2B,Stolen Base 2B,608070,José Ramírez,573127,Zac Rosscup,471865,Carlos González,L,Omar Narváez,553882,1,3,8,True,2019-04-15,Stolen,2B,2019,2020,27.2
89,6958,1B,2B,Stolen Base 2B,608070,José Ramírez,623381,Thomas Pannone,656669,Jordan Luplow,L,Danny Jansen,643376,1,0,3,False,2019-04-06,Stolen,2B,2019,2020,27.2
90,6959,2B,3B,Stolen Base 3B,608070,José Ramírez,543208,Sam Gaviglio,656669,Jordan Luplow,R,Danny Jansen,643376,7,2,6,False,2019-04-06,Stolen,3B,2019,2020,27.2
91,6978,1B,2B,Stolen Base 2B,608070,José Ramírez,543339,Daniel Hudson,547982,Leonys Martin,R,Luke Maile,571912,2,2,8,False,2019-04-05,Stolen,2B,2019,2020,27.2
92,6868,1B,2B,Stolen Base 2B,608070,José Ramírez,677976,Randy Dobnak,547379,Roberto Pérez,R,Jason Castro,488771,2,6,7,True,2019-08-09,Stolen,2B,2019,2020,27.2
93,6897,1B,2B,Stolen Base 2B,608070,José Ramírez,642558,Ariel Jurado,614177,Franmil Reyes,R,Jose Trevino,624431,0,0,2,False,2019-08-07,Stolen,2B,2019,2020,27.2
94,7101,1B,2B,Stolen Base 2B,608070,José Ramírez,573186,Marcus Stroman,656669,Jordan Luplow,R,Danny Jansen,643376,0,0,2,True,2019-07-24,Stolen,2B,2019,2020,27.2
95,7125,1B,,Caught Stealing 2B,608070,José Ramírez,475479,David Phelps,547379,Roberto Pérez,R,Danny Jansen,643376,0,1,9,True,2019-07-23,Caught,2B,2019,2020,27.2
96,7137,1B,2B,Stolen Base 2B,608070,José Ramírez,543208,Sam Gaviglio,543401,Jason Kipnis,R,Danny Jansen,643376,3,7,8,True,2019-07-22,Stolen,2B,2019,2020,27.2
97,7220,2B,3B,Stolen Base 3B,608070,José Ramírez,598286,Nick Ramirez,547379,Roberto Pérez,L,John Hicks,543308,2,1,7,False,2019-07-17,Stolen,3B,2019,2020,27.2
98,7323,1B,2B,Stolen Base 2B,608070,José Ramírez,502043,Kyle Gibson,656252,Bobby Bradley,R,Mitch Garver,641598,0,1,2,False,2019-07-12,Stolen,2B,2019,2020,27.2
99,7521,1B,,Caught Stealing 2B,608070,José Ramírez,605130,Scott Barlow,656252,Bobby Bradley,R,Martín Maldonado,455117,6,3,7,False,2019-06-25,Caught,2B,2019,2020,27.2
100,7555,1B,2B,Stolen Base 2B,608070,José Ramírez,542585,José Cisnero,543401,Jason Kipnis,R,Bobby Wilson,435064,8,3,8,False,2019-06-23,Stolen,2B,2019,2020,27.2
101,7621,1B,2B,Stolen Base 2B,608070,José Ramírez,501985,Mike Minor,608700,Kevin Plawecki,L,Jeff Mathis,425772,2,0,2,True,2019-06-20,Stolen,2B,2019,2020,27.2
102,7804,1B,2B,Stolen Base 2B,608070,José Ramírez,643338,Chad Green,547379,Roberto Pérez,R,Gary Sánchez,596142,0,5,2,False,2019-06-09,Stolen,2B,2019,2020,27.2
103,7882,1B,2B,Stolen Base 2B,608070,José Ramírez,527048,Martín Pérez,543401,Jason Kipnis,L,Jason Castro,488771,3,5,3,False,2019-06-05,Stolen,2B,2019,2020,27.2
104,8013,1B,2B,Stolen Base 2B,608070,José Ramírez,456034,David Price,641343,Jake Bauers,L,Christian Vázquez,543877,0,0,5,True,2019-05-28,Stolen,2B,2019,2020,27.2
105,8014,1B,2B,Stolen Base 2B,608070,José Ramírez,519443,Brandon Workman,547379,Roberto Pérez,R,Christian Vázquez,543877,3,0,7,True,2019-05-28,Stolen,2B,2019,2020,27.2
106,8173,1B,2B,Stolen Base 2B,608070,José Ramírez,612434,Miguel Castro,471865,Carlos González,R,Pedro Severino,600474,4,1,8,False,2019-05-18,Stolen,2B,2019,2020,27.2
107,8188,1B,2B,Stolen Base 2B,608070,José Ramírez,605164,Dylan Bundy,641343,Jake Bauers,R,Austin Wynns,642851,1,0,2,False,2019-05-17,Stolen,2B,2019,2020,27.2
108,8282,1B,2B,Stolen Base 2B,608070,José Ramírez,605156,Aaron Brooks,641343,Jake Bauers,R,Nick Hundley,460026,1,0,4,True,2019-05-11,Stolen,2B,2019,2020,27.2
109,8297,1B,,Caught Stealing 2B,608070,José Ramírez,593423,Frankie Montas,467793,Carlos Santana,R,Josh Phegley,572033,2,2,3,True,2019-05-10,Caught,2B,2019,2020,27.2
110,8405,2B,,Caught Stealing 3B,608070,José Ramírez,502190,Mike Leake,467793,Carlos Santana,R,Omar Narváez,553882,0,0,1,False,2019-05-04,Caught,3B,2019,2020,27.2
111,8464,1B,2B,Stolen Base 2B,608070,José Ramírez,645261,Sandy Alcantara,543401,Jason Kipnis,R,Jorge Alfaro,595751,4,6,5,True,2019-04-30,Stolen,2B,2019,2020,27.2
112,8519,1B,2B,Stolen Base 2B,608070,José Ramírez,657624,Josh James,467793,Carlos Santana,R,Robinson Chirinos,455139,3,6,9,True,2019-04-26,Stolen,2B,2019,2020,27.2
113,8533,1B,2B,Stolen Base 2B,608070,José Ramírez,543037,Gerrit Cole,467793,Carlos Santana,R,Robinson Chirinos,455139,0,0,1,True,2019-04-25,Stolen,2B,2019,2020,27.2
114,8550,1B,2B,Stolen Base 2B,608070,José Ramírez,645261,Sandy Alcantara,467793,Carlos Santana,R,Jorge Alfaro,595751,2,0,3,False,2019-04-24,Stolen,2B,2019,2020,27.2
115,8704,1B,2B,Stolen Base 2B,608070,José Ramírez,579328,Yusei Kikuchi,471865,Carlos González,L,Omar Narváez,553882,0,3,5,True,2019-04-15,Stolen,2B,2019,2020,27.2
116,8705,1B,2B,Stolen Base 2B,608070,José Ramírez,573127,Zac Rosscup,471865,Carlos González,L,Omar Narváez,553882,1,3,8,True,2019-04-15,Stolen,2B,2019,2020,27.2
117,8882,1B,2B,Stolen Base 2B,608070,José Ramírez,623381,Thomas Pannone,656669,Jordan Luplow,L,Danny Jansen,643376,1,0,3,False,2019-04-06,Stolen,2B,2019,2020,27.2
118,8883,2B,3B,Stolen Base 3B,608070,José Ramírez,543208,Sam Gaviglio,656669,Jordan Luplow,R,Danny Jansen,643376,7,2,6,False,2019-04-06,Stolen,3B,2019,2020,27.2
119,8902,1B,2B,Stolen Base 2B,608070,José Ramírez,543339,Daniel Hudson,547982,Leonys Martin,R,Luke Maile,571912,2,2,8,False,2019-04-05,Stolen,2B,2019,2020,27.2
120,81,1B,2B,Stolen Base 2B,608070,José Ramírez,458681,Lance Lynn,614177,Franmil Reyes,R,Yasmani Grandal,518735,5,0,6,False,2021-09-25,Stolen,2B,2021,2022,28.5
121,106,1B,2B,Stolen Base 2B,608070,José Ramírez,656302,Dylan Cease,614177,Franmil Reyes,R,Zack Collins,641470,0,0,4,False,2021-09-24,Stolen,2B,2021,2022,28.5
122,238,1B,2B,Stolen Base 2B,608070,José Ramírez,446372,Corey Kluber,614177,Franmil Reyes,R,Kyle Higashioka,543309,0,0,1,True,2021-09-17,Stolen,2B,2021,2022,28.5
123,323,1B,2B,Stolen Base 2B,608070,José Ramírez,605288,Adrian Houser,614177,Franmil Reyes,R,Manny Piña,444489,0,1,1,False,2021-09-10,Stolen,2B,2021,2022,28.5
124,324,1B,2B,Stolen Base 2B,608070,José Ramírez,605288,Adrian Houser,614177,Franmil Reyes,R,Manny Piña,444489,2,1,3,False,2021-09-10,Stolen,2B,2021,2022,28.5
125,374,1B,2B,Stolen Base 2B,608070,José Ramírez,607231,John Gant,614177,Franmil Reyes,R,Ben Rortvedt,666163,0,0,1,False,2021-09-07,Stolen,2B,2021,2022,28.5
126,421,1B,2B,Stolen Base 2B,608070,José Ramírez,656354,Austin Davis,656252,Bobby Bradley,L,Christian Vázquez,543877,0,0,6,True,2021-09-04,Stolen,2B,2021,2022,28.5
127,556,1B,2B,Stolen Base 2B,608070,José Ramírez,543475,Jordan Lyles,614177,Franmil Reyes,R,Jose Trevino,624431,2,0,1,False,2021-08-26,Stolen,2B,2021,2022,28.5
128,557,1B,2B,Stolen Base 2B,608070,José Ramírez,543475,Jordan Lyles,605548,Bradley Zimmer,R,Jose Trevino,624431,4,4,3,False,2021-08-26,Stolen,2B,2021,2022,28.5
129,559,1B,2B,Stolen Base 2B,608070,José Ramírez,543475,Jordan Lyles,614177,Franmil Reyes,R,Jose Trevino,624431,8,4,4,False,2021-08-26,Stolen,2B,2021,2022,28.5
130,633,2B,3B,Stolen Base 3B,608070,José Ramírez,672282,Reid Detmers,640458,Óscar Mercado,L,Max Stassi,545358,0,0,1,False,2021-08-21,Stolen,3B,2021,2022,28.5
131,661,1B,2B,Stolen Base 2B,608070,José Ramírez,665896,José Marte,614177,Franmil Reyes,R,Kurt Suzuki,435559,5,1,4,False,2021-08-20,Stolen,2B,2021,2022,28.5
132,749,1B,2B,Stolen Base 2B,608070,José Ramírez,503449,Wily Peralta,614177,Franmil Reyes,R,Eric Haase,606992,0,0,1,True,2021-08-14,Stolen,2B,2021,2022,28.5
133,840,1B,2B,Stolen Base 2B,608070,José Ramírez,641729,Joe Jiménez,614177,Franmil Reyes,R,Grayson Greiner,606988,7,5,7,False,2021-08-08,Stolen,2B,2021,2022,28.5
134,841,2B,3B,Stolen Base 3B,608070,José Ramírez,641729,Joe Jiménez,640458,Óscar Mercado,R,Grayson Greiner,606988,7,5,7,False,2021-08-08,Stolen,3B,2021,2022,28.5
135,960,1B,2B,Stolen Base 2B,608070,José Ramírez,656629,Michael Kopech,614177,Franmil Reyes,R,Seby Zavala,664874,6,8,7,True,2021-07-31,Stolen,2B,2021,2022,28.5
136,1021,1B,,Caught Stealing 2B,608070,José Ramírez,425794,Adam Wainwright,614177,Franmil Reyes,R,Yadier Molina,425877,2,1,6,False,2021-07-27,Caught,2B,2021,2022,28.5
