,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
33,874,1B,2B,Stolen Base 2B,650402,Gleyber Torres,594835,Marco Gonzales,596059,Rougned Odor,L,Tom Murphy,608596,0,1,7,False,2021-08-06,Stolen,2B,2021,2022,26.9
34,1047,1B,2B,Stolen Base 2B,650402,Gleyber Torres,519443,Brandon Workman,458731,Brett Gardner,R,Christian Vázquez,543877,0,4,8,True,2021-07-25,Stolen,2B,2021,2022,26.9
35,1064,1B,2B,Stolen Base 2B,650402,Gleyber Torres,493603,Adam Ottavino,656185,Greg Allen,R,Kevin Plawecki,608700,3,4,8,True,2021-07-24,Stolen,2B,2021,2022,26.9
36,1065,2B,3B,Stolen Base 3B,650402,Gleyber Torres,493603,Adam Ottavino,656467,Chris Gittens,R,Kevin Plawecki,608700,3,4,8,True,2021-07-24,Stolen,3B,2021,2022,26.9
37,1090,1B,2B,Stolen Base 2B,650402,Gleyber Torres,657031,Josh Taylor,542963,Rob Brantly,L,Christian Vázquez,543877,0,1,6,True,2021-07-22,Stolen,2B,2021,2022,26.9
38,1231,1B,2B,Stolen Base 2B,650402,Gleyber Torres,650556,Bryan Abreu,570482,Gio Urshela,R,Martín Maldonado,455117,2,4,7,True,2021-07-11,Stolen,2B,2021,2022,26.9
39,1446,2B,3B,Stolen Base 3B,650402,Gleyber Torres,500779,Jose Quintana,609280,Miguel Andujar,L,Max Stassi,545358,11,5,6,False,2021-06-29,Stolen,3B,2021,2022,26.9
40,1775,2B,3B,Stolen Base 3B,650402,Gleyber Torres,598264,Matt Barnes,596059,Rougned Odor,R,Christian Vázquez,543877,4,4,9,False,2021-06-06,Stolen,3B,2021,2022,26.9
41,2025,2B,,Caught Stealing 3B,650402,Gleyber Torres,607481,Aaron Bummer,609280,Miguel Andujar,L,Zack Collins,641470,4,3,8,False,2021-05-23,Caught,3B,2021,2022,26.9
42,2082,1B,2B,Stolen Base 2B,650402,Gleyber Torres,621368,Taylor Hearn,458731,Brett Gardner,L,Jose Trevino,624431,0,2,7,True,2021-05-19,Stolen,2B,2021,2022,26.9
43,2325,1B,2B,Stolen Base 2B,650402,Gleyber Torres,668687,Andre Scrubb,543305,Aaron Hicks,R,Jason Castro,488771,7,3,7,False,2021-05-04,Stolen,2B,2021,2022,26.9
44,2442,1B,,Caught Stealing 2B,650402,Gleyber Torres,622253,Dillon Tate,543305,Aaron Hicks,R,Chance Sisco,642082,1,4,5,True,2021-04-27,Caught,2B,2021,2022,26.9
45,2694,1B,2B,Stolen Base 2B,650402,Gleyber Torres,608379,Michael Wacha,596142,Gary Sánchez,R,Mike Zunino,572287,4,3,4,True,2021-04-11,Stolen,2B,2021,2022,26.9
46,2029,1B,,Caught Stealing 2B,650402,Gleyber Torres,527048,Martín Pérez,570482,Gio Urshela,L,Christian Vázquez,543877,3,8,9,True,2021-09-24,Caught,2B,2021,2022,26.9
47,2147,1B,,Caught Stealing 2B,650402,Gleyber Torres,650644,Aaron Civale,458731,Brett Gardner,R,Austin Hedges,595978,0,1,2,False,2021-09-18,Caught,2B,2021,2022,26.9
48,2165,1B,,Caught Stealing 2B,650402,Gleyber Torres,641632,Conner Greene,596142,Gary Sánchez,R,Austin Wynns,642851,1,2,8,True,2021-09-16,Caught,2B,2021,2022,26.9
49,2182,1B,2B,Stolen Base 2B,650402,Gleyber Torres,669330,Tyler Wells,458731,Brett Gardner,R,Austin Wynns,642851,3,4,9,True,2021-09-15,Stolen,2B,2021,2022,26.9
50,2205,1B,2B,Stolen Base 2B,650402,Gleyber Torres,649144,Alex Wells,570482,Gio Urshela,L,Austin Wynns,642851,0,5,3,True,2021-09-14,Stolen,2B,2021,2022,26.9
51,2768,1B,2B,Stolen Base 2B,650402,Gleyber Torres,579328,Yusei Kikuchi,543309,Kyle Higashioka,L,Cal Raleigh,663728,0,0,4,False,2021-08-08,Stolen,2B,2021,2022,26.9
52,2798,1B,2B,Stolen Base 2B,650402,Gleyber Torres,594835,Marco Gonzales,596059,Rougned Odor,L,Tom Murphy,608596,0,1,7,False,2021-08-06,Stolen,2B,2021,2022,26.9
53,2971,1B,2B,Stolen Base 2B,650402,Gleyber Torres,519443,Brandon Workman,458731,Brett Gardner,R,Christian Vázquez,543877,0,4,8,True,2021-07-25,Stolen,2B,2021,2022,26.9
54,2988,1B,2B,Stolen Base 2B,650402,Gleyber Torres,493603,Adam Ottavino,656185,Greg Allen,R,Kevin Plawecki,608700,3,4,8,True,2021-07-24,Stolen,2B,2021,2022,26.9
55,2989,2B,3B,Stolen Base 3B,650402,Gleyber Torres,493603,Adam Ottavino,656467,Chris Gittens,R,Kevin Plawecki,608700,3,4,8,True,2021-07-24,Stolen,3B,2021,2022,26.9
56,3014,1B,2B,Stolen Base 2B,650402,Gleyber Torres,657031,Josh Taylor,542963,Rob Brantly,L,Christian Vázquez,543877,0,1,6,True,2021-07-22,Stolen,2B,2021,2022,26.9
57,3155,1B,2B,Stolen Base 2B,650402,Gleyber Torres,650556,Bryan Abreu,570482,Gio Urshela,R,Martín Maldonado,455117,2,4,7,True,2021-07-11,Stolen,2B,2021,2022,26.9
58,3370,2B,3B,Stolen Base 3B,650402,Gleyber Torres,500779,Jose Quintana,609280,Miguel Andujar,L,Max Stassi,545358,11,5,6,False,2021-06-29,Stolen,3B,2021,2022,26.9
59,3699,2B,3B,Stolen Base 3B,650402,Gleyber Torres,598264,Matt Barnes,596059,Rougned Odor,R,Christian Vázquez,543877,4,4,9,False,2021-06-06,Stolen,3B,2021,2022,26.9
60,3949,2B,,Caught Stealing 3B,650402,Gleyber Torres,607481,Aaron Bummer,609280,Miguel Andujar,L,Zack Collins,641470,4,3,8,False,2021-05-23,Caught,3B,2021,2022,26.9
61,4006,1B,2B,Stolen Base 2B,650402,Gleyber Torres,621368,Taylor Hearn,458731,Brett Gardner,L,Jose Trevino,624431,0,2,7,True,2021-05-19,Stolen,2B,2021,2022,26.9
62,4249,1B,2B,Stolen Base 2B,650402,Gleyber Torres,668687,Andre Scrubb,543305,Aaron Hicks,R,Jason Castro,488771,7,3,7,False,2021-05-04,Stolen,2B,2021,2022,26.9
63,4366,1B,,Caught Stealing 2B,650402,Gleyber Torres,622253,Dillon Tate,543305,Aaron Hicks,R,Chance Sisco,642082,1,4,5,True,2021-04-27,Caught,2B,2021,2022,26.9
64,4618,1B,2B,Stolen Base 2B,650402,Gleyber Torres,608379,Michael Wacha,596142,Gary Sánchez,R,Mike Zunino,572287,4,3,4,True,2021-04-11,Stolen,2B,2021,2022,26.9
65,790,1B,2B,Stolen Base 2B,650402,Gleyber Torres,686839,Brendan White,519317,Giancarlo Stanton,R,Jake Rogers,668670,0,1,1,True,2023-08-30,Stolen,2B,2023,2024,26.6
66,1176,1B,2B,Stolen Base 2B,650402,Gleyber Torres,623211,Huascar Brazobán,519317,Giancarlo Stanton,R,Nick Fortes,663743,1,4,5,True,2023-08-13,Stolen,2B,2023,2024,26.6
67,1177,2B,3B,Stolen Base 3B,650402,Gleyber Torres,623211,Huascar Brazobán,519317,Giancarlo Stanton,R,Nick Fortes,663743,1,4,5,True,2023-08-13,Stolen,3B,2023,2024,26.6
68,1178,1B,2B,Stolen Base 2B,650402,Gleyber Torres,623211,Huascar Brazobán,664056,Harrison Bader,R,Nick Fortes,663743,2,7,7,True,2023-08-13,Stolen,2B,2023,2024,26.6
69,1435,3B,score,Stolen Base Home,650402,Gleyber Torres,687330,Kevin Kelly,641343,Jake Bauers,R,René Pinto,650907,7,2,7,False,2023-08-02,Stolen,Home,2023,2024,26.6
70,1881,1B,2B,Stolen Base 2B,650402,Gleyber Torres,543294,Kyle Hendricks,519317,Giancarlo Stanton,R,Tucker Barnhart,571466,1,1,5,False,2023-07-09,Stolen,2B,2023,2024,26.6
71,2058,2B,3B,Stolen Base 3B,650402,Gleyber Torres,656756,Jordan Montgomery,519317,Giancarlo Stanton,L,Andrew Knizner,668800,2,0,6,True,2023-07-02,Stolen,3B,2023,2024,26.6
72,2699,1B,2B,Stolen Base 2B,650402,Gleyber Torres,676272,Bobby Miller,519317,Giancarlo Stanton,R,Will Smith,669257,0,0,3,True,2023-06-04,Stolen,2B,2023,2024,26.6
73,2801,1B,,Caught Stealing 2B,650402,Gleyber Torres,669923,George Kirby,641432,Willie Calhoun,R,Cal Raleigh,663728,0,0,4,True,2023-05-31,Caught,2B,2023,2024,26.6
74,3785,1B,,Caught Stealing 2B,650402,Gleyber Torres,579328,Yusei Kikuchi,518934,DJ LeMahieu,L,Danny Jansen,643376,1,2,3,False,2023-04-21,Caught,2B,2023,2024,26.6
75,3890,1B,,Caught Stealing 2B,650402,Gleyber Torres,641941,Emilio Pagán,641432,Willie Calhoun,R,Christian Vázquez,543877,2,0,8,False,2023-04-16,Caught,2B,2023,2024,26.6
76,4082,1B,,Caught Stealing 2B,650402,Gleyber Torres,669211,Keegan Akin,543305,Aaron Hicks,L,Adley Rutschman,668939,1,4,8,True,2023-04-08,Caught,2B,2023,2024,26.6
77,4163,1B,,Caught Stealing 2B,650402,Gleyber Torres,605400,Aaron Nola,518626,Josh Donaldson,R,J.T. Realmuto,592663,1,0,1,False,2023-04-05,Caught,2B,2023,2024,26.6
78,4164,1B,2B,Stolen Base 2B,650402,Gleyber Torres,605400,Aaron Nola,643396,Isiah Kiner-Falefa,R,J.T. Realmuto,592663,2,0,6,False,2023-04-05,Stolen,2B,2023,2024,26.6
79,4165,2B,3B,Stolen Base 3B,650402,Gleyber Torres,622554,Seranthony Domínguez,643396,Isiah Kiner-Falefa,R,J.T. Realmuto,592663,4,2,8,False,2023-04-05,Stolen,3B,2023,2024,26.6
80,4200,1B,2B,Stolen Base 2B,650402,Gleyber Torres,592836,Taijuan Walker,543305,Aaron Hicks,R,J.T. Realmuto,592663,2,0,1,False,2023-04-03,Stolen,2B,2023,2024,26.6
81,4227,1B,2B,Stolen Base 2B,650402,Gleyber Torres,663546,Sean Hjelle,519203,Anthony Rizzo,R,Blake Sabol,666165,5,0,7,False,2023-04-02,Stolen,2B,2023,2024,26.6
82,5204,1B,2B,Stolen Base 2B,650402,Gleyber Torres,686839,Brendan White,519317,Giancarlo Stanton,R,Jake Rogers,668670,0,1,1,True,2023-08-30,Stolen,2B,2023,2024,26.6
83,5590,1B,2B,Stolen Base 2B,650402,Gleyber Torres,623211,Huascar Brazobán,519317,Giancarlo Stanton,R,Nick Fortes,663743,1,4,5,True,2023-08-13,Stolen,2B,2023,2024,26.6
84,5591,2B,3B,Stolen Base 3B,650402,Gleyber Torres,623211,Huascar Brazobán,519317,Giancarlo Stanton,R,Nick Fortes,663743,1,4,5,True,2023-08-13,Stolen,3B,2023,2024,26.6
85,5592,1B,2B,Stolen Base 2B,650402,Gleyber Torres,623211,Huascar Brazobán,664056,Harrison Bader,R,Nick Fortes,663743,2,7,7,True,2023-08-13,Stolen,2B,2023,2024,26.6
86,5849,3B,score,Stolen Base Home,650402,Gleyber Torres,687330,Kevin Kelly,641343,Jake Bauers,R,René Pinto,650907,7,2,7,False,2023-08-02,Stolen,Home,2023,2024,26.6
87,6295,1B,2B,Stolen Base 2B,650402,Gleyber Torres,543294,Kyle Hendricks,519317,Giancarlo Stanton,R,Tucker Barnhart,571466,1,1,5,False,2023-07-09,Stolen,2B,2023,2024,26.6
88,6472,2B,3B,Stolen Base 3B,650402,Gleyber Torres,656756,Jordan Montgomery,519317,Giancarlo Stanton,L,Andrew Knizner,668800,2,0,6,True,2023-07-02,Stolen,3B,2023,2024,26.6
89,7113,1B,2B,Stolen Base 2B,650402,Gleyber Torres,676272,Bobby Miller,519317,Giancarlo Stanton,R,Will Smith,669257,0,0,3,True,2023-06-04,Stolen,2B,2023,2024,26.6
90,7215,1B,,Caught Stealing 2B,650402,Gleyber Torres,669923,George Kirby,641432,Willie Calhoun,R,Cal Raleigh,663728,0,0,4,True,2023-05-31,Caught,2B,2023,2024,26.6
91,8199,1B,,Caught Stealing 2B,650402,Gleyber Torres,579328,Yusei Kikuchi,518934,DJ LeMahieu,L,Danny Jansen,643376,1,2,3,False,2023-04-21,Caught,2B,2023,2024,26.6
92,8304,1B,,Caught Stealing 2B,650402,Gleyber Torres,641941,Emilio Pagán,641432,Willie Calhoun,R,Christian Vázquez,543877,2,0,8,False,2023-04-16,Caught,2B,2023,2024,26.6
93,8496,1B,,Caught Stealing 2B,650402,Gleyber Torres,669211,Keegan Akin,543305,Aaron Hicks,L,Adley Rutschman,668939,1,4,8,True,2023-04-08,Caught,2B,2023,2024,26.6
94,8577,1B,,Caught Stealing 2B,650402,Gleyber Torres,605400,Aaron Nola,518626,Josh Donaldson,R,J.T. Realmuto,592663,1,0,1,False,2023-04-05,Caught,2B,2023,2024,26.6
95,8578,1B,2B,Stolen Base 2B,650402,Gleyber Torres,605400,Aaron Nola,643396,Isiah Kiner-Falefa,R,J.T. Realmuto,592663,2,0,6,False,2023-04-05,Stolen,2B,2023,2024,26.6
96,8579,2B,3B,Stolen Base 3B,650402,Gleyber Torres,622554,Seranthony Domínguez,643396,Isiah Kiner-Falefa,R,J.T. Realmuto,592663,4,2,8,False,2023-04-05,Stolen,3B,2023,2024,26.6
97,8614,1B,2B,Stolen Base 2B,650402,Gleyber Torres,592836,Taijuan Walker,543305,Aaron Hicks,R,J.T. Realmuto,592663,2,0,1,False,2023-04-03,Stolen,2B,2023,2024,26.6
98,8641,1B,2B,Stolen Base 2B,650402,Gleyber Torres,663546,Sean Hjelle,519203,Anthony Rizzo,R,Blake Sabol,666165,5,0,7,False,2023-04-02,Stolen,2B,2023,2024,26.6
99,167,1B,2B,Stolen Base 2B,650402,Gleyber Torres,670174,Josh Winckowski,572761,Matt Carpenter,R,Kevin Plawecki,608700,0,0,3,True,2022-07-07,Stolen,2B,2022,2023,26.4
100,393,1B,2B,Stolen Base 2B,650402,Gleyber Torres,592773,Ryne Stanek,543305,Aaron Hicks,R,Jason Castro,488771,3,3,9,False,2022-06-26,Stolen,2B,2022,2023,26.4
101,433,1B,2B,Stolen Base 2B,650402,Gleyber Torres,434378,Justin Verlander,543305,Aaron Hicks,R,Jason Castro,488771,0,0,4,False,2022-06-24,Stolen,2B,2022,2023,26.4
102,482,2B,3B,Stolen Base 3B,650402,Gleyber Torres,657044,Ryan Thompson,518626,Josh Donaldson,R,René Pinto,650907,0,1,7,True,2022-06-20,Stolen,3B,2022,2023,26.4
103,872,1B,,Caught Stealing 2B,650402,Gleyber Torres,670046,Kenny Rosenberg,572761,Matt Carpenter,L,Max Stassi,545358,5,0,3,False,2022-05-31,Caught,2B,2022,2023,26.4
104,904,2B,3B,Stolen Base 3B,650402,Gleyber Torres,621363,Colin Poche,543305,Aaron Hicks,L,Mike Zunino,572287,4,2,8,True,2022-05-29,Stolen,3B,2022,2023,26.4
105,1918,2B,,Caught Stealing 3B,650402,Gleyber Torres,671345,Jason Foley,672479,Aldenis Sanchez,R,Dustin Garneau,572863,2,1,7,True,2022-04-01,Caught,3B,2022,2023,26.4
106,71,2B,3B,Stolen Base 3B,650402,Gleyber Torres,502748,Brad Peacock,592450,Aaron Judge,R,Brian McCann,435263,2,0,8,True,2018-04-30,Stolen,3B,2018,2019,26.5
